log,summary
ERROR service=report-builder fn=connectDb tls=handshake_failed reason=certificate_expired expired_days=66,Connections to report-builder are failing because its TLS certificate expired 66 days ago; connectDb rejects the handshake.
[ALERT] report-builder on worker-d: lookup of geo-resolver returned SERVFAIL,"The geo-resolver hostname would not resolve (SERVFAIL), blocking report-builder on worker-d."
"[CRIT] database unreachable from media-encoder: acquireLock got error 2002 (connection refused, port 9042)",A database connection failure hit media-encoder; error 2002 in acquireLock indicates the server on port 9042 refused the connection.
Access denied for role reporting_ro when thumbnail-worker executed renewLease against table orders. Error 1045.,Error 1045 in renewLease: the reporting_ro role used by thumbnail-worker has no access to orders.
ERROR service=notify-hub host=worker-a upstream=order-api dns=SERVFAIL,"DNS resolution of order-api failed with SERVFAIL, leaving notify-hub on worker-a unable to connect."
ERROR service=order-api role=app_writer table=orders code=1045 msg=permission denied,"Database permissions blocked order-api — role app_writer cannot use table orders, so flushBuffer failed with error 1045."
order-api could not connect to the database on port 9042. Error 111 in decodePayload: connection refused after 8488ms.,"The database on port 9042 refused order-api's connection attempt in decodePayload, failing with code 111."
ERROR service=auth-gateway host=worker-b oom_killed=true limit=2048Mi function=openChannel exit=137,An out-of-memory kill terminated auth-gateway on worker-b (exit 137); the openChannel process breached the 2048Mi cap.
TLS handshake with session-store failed: certificate expired 49 days ago. openChannel aborted the connection.,Connections to session-store are failing because its TLS certificate expired 49 days ago; openChannel rejects the handshake.
[ALERT] consumer lag on reports.nightly: backup-agent is 25 messages behind; oldest message failed with TimeoutError,"After 25 failed deliveries to backup-agent (TimeoutError), the reports.nightly message landed in the dead-letter queue."
Failed to pull image for search-indexer: registry returned 403 while fetching tag v8.2.1. Retrying with backoff.,Registry error 403 blocked search-indexer from pulling image tag v8.2.1.
WARN service=report-builder endpoint=/api/v1/uploads limit_per_min=120 code=429 retry_after_s=5,Traffic to /api/v1/uploads passed 120 requests per minute and report-builder began returning 429 (retry after 5s).
WARN service=geo-resolver endpoint=/api/v1/search code=401 reason=token_expired expired_min=669,geo-resolver returned 401 for /api/v1/search because the caller's token expired 669 minutes earlier.
WARN service=auth-gateway queue=webhooks.delivery redeliveries=8 action=dead_letter error=KeyError,"After 8 failed deliveries to auth-gateway (KeyError), the webhooks.delivery message landed in the dead-letter queue."
Access denied for role migrator when report-builder executed acquireLock against table invoices. Error 42501.,Error 42501 in acquireLock: the migrator role used by report-builder has no access to invoices.
WARN service=cart-service endpoint=/api/v1/uploads limit_per_min=300 code=429 retry_after_s=15,"cart-service is throttling /api/v1/uploads: the 300-per-minute limit was exceeded, so callers get 429 with a 15s retry-after."
[CRIT] consumer lag on media.encode: cart-service is 21 messages behind; oldest message failed with TimeoutError,A message on media.encode exhausted 21 redeliveries and was dead-lettered after cart-service kept failing with TimeoutError in flushBuffer.
"[CRIT] media-encoder deployment stalled: image tag v5.9.5 could not be pulled, registry answered 503","The media-encoder image pull for tag v5.9.5 failed with registry error 503, leaving the deployment in backoff."
Message on emails.outbound was redelivered 13 times and moved to the dead-letter queue. Consumer catalog-api raised TimeoutError in startContainer.,catalog-api could not process a emails.outbound message — TimeoutError in startContainer across 13 attempts sent it to the dead-letter queue.
"[ERROR] startup failure in session-store: QUEUE_URL unset, connectDb cannot continue",Startup of session-store aborted in connectDb — the required QUEUE_URL setting was never provided.
Message on media.encode was redelivered 10 times and moved to the dead-letter queue. Consumer geo-resolver raised KeyError in resolveHost.,A message on media.encode exhausted 10 redeliveries and was dead-lettered after geo-resolver kept failing with KeyError in resolveHost.
Scheduled job backup-snapshot failed after 2036s with exit status 1. Last step was acquireLock on worker-e.,"backup-snapshot aborted with exit status 1 on worker-e; the failure happened 2036s in, during acquireLock."
ERROR service=report-builder phase=image_pull code=502 tag=v8.3.4 msg=pull backoff,"The report-builder image pull for tag v8.3.4 failed with registry error 502, leaving the deployment in backoff."
TLS handshake with inventory-sync failed: certificate expired 43 days ago. handleRequest aborted the connection.,"The TLS certificate presented by inventory-sync lapsed 43 days ago, so the handshake in handleRequest was aborted."
"[ALERT] container runtime killed payment-worker on node-09: memory limit 2048Mi reached inside flushBuffer, exit code 137",The payment-worker container on node-09 was killed with exit code 137 after flushBuffer exceeded its 2048Mi memory limit.
Container report-builder on node-06 terminated unexpectedly. Exit code 137. Process handleRequest exceeded the memory limit of 2048Mi.,report-builder on node-06 ran out of memory: handleRequest crossed the 2048Mi limit and the container exited with code 137.
report-builder could not connect to the database on port 5432. Error 61 in processBatch: connection refused after 2389ms.,"The database on port 5432 refused report-builder's connection attempt in processBatch, failing with code 61."
"[ALERT] startup failure in geo-resolver: CACHE_HOST unset, writeSnapshot cannot continue",A missing CACHE_HOST value stopped geo-resolver from booting (writeSnapshot exited 1).
[ALERT] payment-worker: permission denied for batch_runner on payments during runMigration (error 1044),"payment-worker was denied access to table payments: role batch_runner lacks the required grant, producing error 1044 in runMigration."
Upstream geo-resolver returned 500 for /api/v1/uploads after 13922ms. Circuit breaker in feed-aggregator is now open.,Repeated 500 errors from geo-resolver on /api/v1/uploads tripped feed-aggregator's circuit breaker.
Failed to pull image for notify-hub: registry returned 503 while fetching tag v6.7.0. Retrying with backoff.,Deploying notify-hub failed because image tag v6.7.0 could not be pulled; the registry responded with 503 and the pull is backing off.
[ERROR] geo-resolver: 43 consecutive 503 responses from ledger-service on /api/v1/sessions; breaker opened,geo-resolver opened its circuit breaker after ledger-service answered /api/v1/sessions with 503 (latest attempt took 28157ms).
ERROR service=notify-hub role=batch_runner table=events code=42501 msg=permission denied,"notify-hub was denied access to table events: role batch_runner lacks the required grant, producing error 42501 in buildIndex."
[ALERT] lock wait on events: cart-service transaction in syncReplica aborted after 3000ms,The events query issued by cart-service timed out at 3000ms inside syncReplica.
Access denied for role reporting_ro when media-encoder executed fetchUpstream against table invoices. Error 1044.,"Database permissions blocked media-encoder — role reporting_ro cannot use table invoices, so fetchUpstream failed with error 1044."
No space left on device: geo-resolver on node-12 failed to write during openChannel. Volume /var/lib/data is at 99% capacity.,"node-12 ran out of disk on /var/lib/data (99% used), breaking geo-resolver's openChannel."
ERROR job=nightly-report host=node-06 elapsed_s=2099 exit=1 last_step=renewLease,The nightly-report scheduled job failed on node-06: it exited 1 after 2099s while running renewLease.
[ALERT] inventory-sync: 20 consecutive 502 responses from payment-worker on /api/v1/search; breaker opened,"The payment-worker upstream is failing /api/v1/search with 502, so inventory-sync stopped sending traffic (breaker open)."
Client exceeded 600 requests per minute on /api/v1/orders; thumbnail-worker is responding 429 with retry-after 30s.,Traffic to /api/v1/orders passed 600 requests per minute and thumbnail-worker began returning 429 (retry after 30s).
ERROR service=auth-gateway host=node-09 oom_killed=true limit=1024Mi function=resolveHost exit=137,auth-gateway on node-09 ran out of memory: resolveHost crossed the 1024Mi limit and the container exited with code 137.
FATAL service=ledger-service fn=flushBuffer missing_env=API_BASE_URL exit=1,ledger-service failed to start because the API_BASE_URL environment variable is missing; flushBuffer exited with status 1.
ERROR job=index-rebuild host=node-07 elapsed_s=3089 exit=1 last_step=startContainer,"On node-07, the index-rebuild job died in step startContainer after 3089s (exit 1)."
[CRIT] media-encoder: permission denied for batch_runner on sessions during decodePayload (error 42501),"Database permissions blocked media-encoder — role batch_runner cannot use table sessions, so decodePayload failed with error 42501."
[ERROR] certificate for backup-agent is no longer valid (expired 23d); handshake rejected in acquireLock,"The TLS certificate presented by backup-agent lapsed 23 days ago, so the handshake in acquireLock was aborted."
Name resolution failed for upstream order-api: NXDOMAIN. inventory-sync cannot reach it from worker-e.,"DNS resolution of order-api failed with NXDOMAIN, leaving inventory-sync on worker-e unable to connect."
[CRIT] consumer lag on webhooks.delivery: auth-gateway is 6 messages behind; oldest message failed with KeyError,A message on webhooks.delivery exhausted 6 redeliveries and was dead-lettered after auth-gateway kept failing with KeyError in writeSnapshot.
[ALERT] geo-resolver: 401 on /api/v1/uploads — expired credentials (350m past validity),An expired token (350 minutes past validity) caused geo-resolver to reject /api/v1/uploads with 401.
Message on reports.nightly was redelivered 15 times and moved to the dead-letter queue. Consumer backup-agent raised TimeoutError in runMigration.,"After 15 failed deliveries to backup-agent (TimeoutError), the reports.nightly message landed in the dead-letter queue."
WARN service=session-store endpoint=/api/v1/reports code=403 reason=token_expired expired_min=650,session-store returned 403 for /api/v1/reports because the caller's token expired 650 minutes earlier.
[CRIT] email-dispatcher: 3 consecutive 504 responses from cart-service on /api/v1/search; breaker opened,Repeated 504 errors from cart-service on /api/v1/search tripped email-dispatcher's circuit breaker.
ERROR service=ledger-service role=readonly table=products code=42501 msg=permission denied,"Database permissions blocked ledger-service — role readonly cannot use table products, so syncReplica failed with error 42501."
ERROR job=session-cleanup host=node-09 elapsed_s=92 exit=1 last_step=runMigration,"On node-09, the session-cleanup job died in step runMigration after 92s (exit 1)."
ERROR job=session-cleanup host=worker-f elapsed_s=2699 exit=1 last_step=syncReplica,"On worker-f, the session-cleanup job died in step syncReplica after 2699s (exit 1)."
[ALERT] session-store: 401 on /api/v1/uploads — expired credentials (370m past validity),session-store returned 401 for /api/v1/uploads because the caller's token expired 370 minutes earlier.
No space left on device: feed-aggregator on node-09 failed to write during decodePayload. Volume /var/lib/data is at 97% capacity.,"node-09 ran out of disk on /var/lib/data (97% used), breaking feed-aggregator's decodePayload."
Name resolution failed for upstream notify-hub: timeout. feed-aggregator cannot reach it from worker-c.,"DNS resolution of notify-hub failed with timeout, leaving feed-aggregator on worker-c unable to connect."
Scheduled job session-cleanup failed after 1425s with exit status 1. Last step was writeSnapshot on node-07.,"On node-07, the session-cleanup job died in step writeSnapshot after 1425s (exit 1)."
Client exceeded 60 requests per minute on /api/v1/sessions; auth-gateway is responding 429 with retry-after 15s.,Rate limiting kicked in on /api/v1/sessions — over 60/min — and auth-gateway now answers 429 with retry-after 15s.
"[ALERT] search-indexer deployment stalled: image tag v3.9.5 could not be pulled, registry answered 503","The search-indexer image pull for tag v3.9.5 failed with registry error 503, leaving the deployment in backoff."
"[CRIT] database unreachable from backup-agent: processBatch got error 111 (connection refused, port 5432)",backup-agent failed to reach the database: processBatch received a connection-refused error (code 111) on port 5432 after 7297ms.
"[ALERT] cart-service deployment stalled: image tag v2.4.6 could not be pulled, registry answered 403",Deploying cart-service failed because image tag v2.4.6 could not be pulled; the registry responded with 403 and the pull is backing off.
Name resolution failed for upstream inventory-sync: NXDOMAIN. catalog-api cannot reach it from node-11.,catalog-api on node-11 cannot resolve its upstream inventory-sync — DNS returned NXDOMAIN.
Request to /api/v1/uploads rejected with 401: the session token presented to session-store expired 571 minutes ago.,session-store returned 401 for /api/v1/uploads because the caller's token expired 571 minutes earlier.
Query on products from feed-aggregator exceeded 3000ms and was cancelled. Statement timed out inside openChannel.,The products query issued by feed-aggregator timed out at 3000ms inside openChannel.
"[CRIT] throttling active on /api/v1/uploads: report-builder rejecting excess traffic with 429 (limit 60/min, retry after 5s)","report-builder is throttling /api/v1/uploads: the 60-per-minute limit was exceeded, so callers get 429 with a 5s retry-after."
report-builder exited during startup: required environment variable DATABASE_URL is not set. fetchUpstream aborted with status 1.,A missing DATABASE_URL value stopped report-builder from booting (fetchUpstream exited 1).
ERROR service=ledger-service upstream=cart-service endpoint=/api/v1/search code=500 elapsed_ms=18219 breaker=open,ledger-service opened its circuit breaker after cart-service answered /api/v1/search with 500 (latest attempt took 18219ms).
TLS handshake with inventory-sync failed: certificate expired 9 days ago. openChannel aborted the connection.,Connections to inventory-sync are failing because its TLS certificate expired 9 days ago; openChannel rejects the handshake.
[CRIT] thumbnail-worker on node-09: lookup of inventory-sync returned timeout,"The inventory-sync hostname would not resolve (timeout), blocking thumbnail-worker on node-09."
Request to /api/v1/search rejected with 403: the session token presented to inventory-sync expired 77 minutes ago.,inventory-sync returned 403 for /api/v1/search because the caller's token expired 77 minutes earlier.
Request to /api/v1/search rejected with 401: the session token presented to thumbnail-worker expired 550 minutes ago.,The /api/v1/search call failed with 401: thumbnail-worker saw credentials that lapsed 550 minutes ago.
"[ERROR] throttling active on /api/v1/orders: thumbnail-worker rejecting excess traffic with 429 (limit 120/min, retry after 15s)",Rate limiting kicked in on /api/v1/orders — over 120/min — and thumbnail-worker now answers 429 with retry-after 15s.
WARN service=report-builder endpoint=/api/v1/uploads limit_per_min=600 code=429 retry_after_s=60,Rate limiting kicked in on /api/v1/uploads — over 600/min — and report-builder now answers 429 with retry-after 60s.
ERROR service=webhook-relay host=node-11 upstream=order-api dns=timeout,webhook-relay on node-11 cannot resolve its upstream order-api — DNS returned timeout.
WARN service=cart-service queue=webhooks.delivery redeliveries=20 action=dead_letter error=KeyError,"After 20 failed deliveries to cart-service (KeyError), the webhooks.delivery message landed in the dead-letter queue."
Failed to pull image for payment-worker: registry returned 401 while fetching tag v2.14.8. Retrying with backoff.,"The payment-worker image pull for tag v2.14.8 failed with registry error 401, leaving the deployment in backoff."
WARN service=webhook-relay endpoint=/api/v1/sessions code=401 reason=token_expired expired_min=131,The /api/v1/sessions call failed with 401: webhook-relay saw credentials that lapsed 131 minutes ago.
ERROR service=backup-agent role=reporting_ro table=customers code=1045 msg=permission denied,"backup-agent was denied access to table customers: role reporting_ro lacks the required grant, producing error 1045 in decodePayload."
No space left on device: search-indexer on node-09 failed to write during runMigration. Volume /var/log is at 100% capacity.,"Volume /var/log on node-09 filled to 100%, so search-indexer can no longer write (runMigration failed)."
ERROR service=search-indexer fn=processBatch tls=handshake_failed reason=certificate_expired expired_days=22,"The TLS certificate presented by search-indexer lapsed 22 days ago, so the handshake in processBatch was aborted."
Failed to pull image for search-indexer: registry returned 403 while fetching tag v4.11.8. Retrying with backoff.,"The search-indexer image pull for tag v4.11.8 failed with registry error 403, leaving the deployment in backoff."
Client exceeded 600 requests per minute on /api/v1/reports; inventory-sync is responding 429 with retry-after 30s.,Rate limiting kicked in on /api/v1/reports — over 600/min — and inventory-sync now answers 429 with retry-after 30s.
No space left on device: inventory-sync on node-07 failed to write during flushBuffer. Volume /tmp is at 100% capacity.,Writes from inventory-sync on node-07 are failing because volume /tmp is 100% full — flushBuffer hit 'no space left on device'.
No space left on device: auth-gateway on node-02 failed to write during buildIndex. Volume /srv/uploads is at 95% capacity.,"node-02 ran out of disk on /srv/uploads (95% used), breaking auth-gateway's buildIndex."
Failed to pull image for backup-agent: registry returned 404 while fetching tag v5.1.3. Retrying with backoff.,"The backup-agent image pull for tag v5.1.3 failed with registry error 404, leaving the deployment in backoff."
email-dispatcher exited during startup: required environment variable TLS_CERT_PATH is not set. flushBuffer aborted with status 1.,Startup of email-dispatcher aborted in flushBuffer — the required TLS_CERT_PATH setting was never provided.
ERROR service=email-dispatcher phase=image_pull code=404 tag=v5.16.5 msg=pull backoff,Registry error 404 blocked email-dispatcher from pulling image tag v5.16.5.
TLS handshake with auth-gateway failed: certificate expired 40 days ago. flushBuffer aborted the connection.,"auth-gateway has an expired TLS certificate (40 days past validity), causing handshake failures in flushBuffer."
WARN service=notify-hub endpoint=/api/v1/sessions limit_per_min=600 code=429 retry_after_s=15,"notify-hub is throttling /api/v1/sessions: the 600-per-minute limit was exceeded, so callers get 429 with a 15s retry-after."
WARN service=payment-worker queue=reports.nightly redeliveries=24 action=dead_letter error=TimeoutError,A message on reports.nightly exhausted 24 redeliveries and was dead-lettered after payment-worker kept failing with TimeoutError in syncReplica.
TLS handshake with cart-service failed: certificate expired 77 days ago. flushBuffer aborted the connection.,"The TLS certificate presented by cart-service lapsed 77 days ago, so the handshake in flushBuffer was aborted."
ERROR job=metrics-flush host=node-11 elapsed_s=1849 exit=1 last_step=openChannel,"metrics-flush aborted with exit status 1 on node-11; the failure happened 1849s in, during openChannel."
Failed to pull image for media-encoder: registry returned 503 while fetching tag v9.17.7. Retrying with backoff.,Registry error 503 blocked media-encoder from pulling image tag v9.17.7.
catalog-api exited during startup: required environment variable DATABASE_URL is not set. runMigration aborted with status 1.,Startup of catalog-api aborted in runMigration — the required DATABASE_URL setting was never provided.
[ALERT] certificate for media-encoder is no longer valid (expired 22d); handshake rejected in processBatch,Connections to media-encoder are failing because its TLS certificate expired 22 days ago; processBatch rejects the handshake.
[CRIT] ledger-service: 17 consecutive 503 responses from search-indexer on /api/v1/search; breaker opened,ledger-service opened its circuit breaker after search-indexer answered /api/v1/search with 503 (latest attempt took 13895ms).
[ALERT] node-04: volume /var/lib/data at 99%; writes from webhook-relay are failing in renewLease,"Volume /var/lib/data on node-04 filled to 99%, so webhook-relay can no longer write (renewLease failed)."
Client exceeded 60 requests per minute on /api/v1/orders; catalog-api is responding 429 with retry-after 30s.,Rate limiting kicked in on /api/v1/orders — over 60/min — and catalog-api now answers 429 with retry-after 30s.
Scheduled job nightly-report failed after 2605s with exit status 1. Last step was fetchUpstream on node-11.,The nightly-report scheduled job failed on node-11: it exited 1 after 2605s while running fetchUpstream.
Container catalog-api on node-11 terminated unexpectedly. Exit code 137. Process renewLease exceeded the memory limit of 2048Mi.,catalog-api on node-11 ran out of memory: renewLease crossed the 2048Mi limit and the container exited with code 137.
"[CRIT] session-cleanup did not complete: exit 1 after 1395s (step decodePayload, node-10)","On node-10, the session-cleanup job died in step decodePayload after 1395s (exit 1)."
[ERROR] consumer lag on webhooks.delivery: order-api is 25 messages behind; oldest message failed with KeyError,order-api could not process a webhooks.delivery message — KeyError in buildIndex across 25 attempts sent it to the dead-letter queue.
"[CRIT] throttling active on /api/v1/search: search-indexer rejecting excess traffic with 429 (limit 300/min, retry after 30s)",Traffic to /api/v1/search passed 300 requests per minute and search-indexer began returning 429 (retry after 30s).
Container thumbnail-worker on node-05 terminated unexpectedly. Exit code 137. Process acquireLock exceeded the memory limit of 256Mi.,thumbnail-worker on node-05 ran out of memory: acquireLock crossed the 256Mi limit and the container exited with code 137.
WARN service=search-indexer endpoint=/api/v1/reports code=401 reason=token_expired expired_min=452,The /api/v1/reports call failed with 401: search-indexer saw credentials that lapsed 452 minutes ago.
ERROR service=inventory-sync host=worker-f oom_killed=true limit=512Mi function=buildIndex exit=137,An out-of-memory kill terminated inventory-sync on worker-f (exit 137); the buildIndex process breached the 512Mi cap.
[ERROR] worker-d: volume /var/lib/data at 99%; writes from thumbnail-worker are failing in fetchUpstream,Writes from thumbnail-worker on worker-d are failing because volume /var/lib/data is 99% full — fetchUpstream hit 'no space left on device'.
media-encoder exited during startup: required environment variable API_BASE_URL is not set. openChannel aborted with status 1.,A missing API_BASE_URL value stopped media-encoder from booting (openChannel exited 1).
Failed to pull image for email-dispatcher: registry returned 502 while fetching tag v2.0.9. Retrying with backoff.,"The email-dispatcher image pull for tag v2.0.9 failed with registry error 502, leaving the deployment in backoff."
ERROR service=thumbnail-worker upstream=search-indexer endpoint=/api/v1/orders code=502 elapsed_ms=17245 breaker=open,thumbnail-worker opened its circuit breaker after search-indexer answered /api/v1/orders with 502 (latest attempt took 17245ms).
ERROR service=catalog-api host=node-03 upstream=inventory-sync dns=SERVFAIL,"The inventory-sync hostname would not resolve (SERVFAIL), blocking catalog-api on node-03."
ERROR service=backup-agent phase=image_pull code=403 tag=v7.12.5 msg=pull backoff,"The backup-agent image pull for tag v7.12.5 failed with registry error 403, leaving the deployment in backoff."
Name resolution failed for upstream session-store: NXDOMAIN. catalog-api cannot reach it from node-01.,"The session-store hostname would not resolve (NXDOMAIN), blocking catalog-api on node-01."
[ERROR] certificate for webhook-relay is no longer valid (expired 24d); handshake rejected in runMigration,"The TLS certificate presented by webhook-relay lapsed 24 days ago, so the handshake in runMigration was aborted."
WARN service=cart-service endpoint=/api/v1/search limit_per_min=120 code=429 retry_after_s=5,Rate limiting kicked in on /api/v1/search — over 120/min — and cart-service now answers 429 with retry-after 5s.
"[ALERT] database unreachable from webhook-relay: acquireLock got error 61 (connection refused, port 6379)",A database connection failure hit webhook-relay; error 61 in acquireLock indicates the server on port 6379 refused the connection.
FATAL service=order-api fn=writeSnapshot missing_env=API_BASE_URL exit=1,Startup of order-api aborted in writeSnapshot — the required API_BASE_URL setting was never provided.
[ALERT] lock wait on orders: order-api transaction in syncReplica aborted after 1000ms,A statement from order-api against orders ran past the 1000ms timeout and was cancelled in syncReplica.
Client exceeded 600 requests per minute on /api/v1/checkout; session-store is responding 429 with retry-after 5s.,Traffic to /api/v1/checkout passed 600 requests per minute and session-store began returning 429 (retry after 5s).
TLS handshake with auth-gateway failed: certificate expired 48 days ago. writeSnapshot aborted the connection.,"The TLS certificate presented by auth-gateway lapsed 48 days ago, so the handshake in writeSnapshot was aborted."
WARN service=search-indexer endpoint=/api/v1/search limit_per_min=60 code=429 retry_after_s=15,Rate limiting kicked in on /api/v1/search — over 60/min — and search-indexer now answers 429 with retry-after 15s.
ERROR service=search-indexer fn=flushBuffer tls=handshake_failed reason=certificate_expired expired_days=74,Connections to search-indexer are failing because its TLS certificate expired 74 days ago; flushBuffer rejects the handshake.
Message on orders.created was redelivered 23 times and moved to the dead-letter queue. Consumer report-builder raised TimeoutError in openChannel.,report-builder could not process a orders.created message — TimeoutError in openChannel across 23 attempts sent it to the dead-letter queue.
ERROR service=auth-gateway fn=connectDb tls=handshake_failed reason=certificate_expired expired_days=30,Connections to auth-gateway are failing because its TLS certificate expired 30 days ago; connectDb rejects the handshake.
Client exceeded 120 requests per minute on /api/v1/sessions; thumbnail-worker is responding 429 with retry-after 60s.,Rate limiting kicked in on /api/v1/sessions — over 120/min — and thumbnail-worker now answers 429 with retry-after 60s.
WARN service=search-indexer table=payments elapsed_ms=1000 fn=fetchUpstream msg=statement timeout,The payments query issued by search-indexer timed out at 1000ms inside fetchUpstream.
ERROR service=geo-resolver phase=image_pull code=401 tag=v1.16.2 msg=pull backoff,Registry error 401 blocked geo-resolver from pulling image tag v1.16.2.
"[ERROR] database unreachable from session-store: decodePayload got error 61 (connection refused, port 9042)","The database on port 9042 refused session-store's connection attempt in decodePayload, failing with code 61."
WARN service=inventory-sync queue=payments.retry redeliveries=7 action=dead_letter error=ValidationError,A message on payments.retry exhausted 7 redeliveries and was dead-lettered after inventory-sync kept failing with ValidationError in runMigration.
"[ALERT] startup failure in geo-resolver: MAX_WORKERS unset, syncReplica cannot continue",Startup of geo-resolver aborted in syncReplica — the required MAX_WORKERS setting was never provided.
[ERROR] catalog-api: permission denied for readonly on events during writeSnapshot (error 1045),"catalog-api was denied access to table events: role readonly lacks the required grant, producing error 1045 in writeSnapshot."
Query on customers from inventory-sync exceeded 3000ms and was cancelled. Statement timed out inside renewLease.,inventory-sync's query on customers was aborted after 3000ms — the statement timeout fired during renewLease.
ERROR service=feed-aggregator host=node-10 mount=/var/lib/data used_pct=95 fn=syncReplica msg=no space left on device,"Volume /var/lib/data on node-10 filled to 95%, so feed-aggregator can no longer write (syncReplica failed)."
ERROR service=backup-agent fn=openChannel tls=handshake_failed reason=certificate_expired expired_days=25,Connections to backup-agent are failing because its TLS certificate expired 25 days ago; openChannel rejects the handshake.
[ALERT] session-store: 22 consecutive 502 responses from search-indexer on /api/v1/search; breaker opened,Repeated 502 errors from search-indexer on /api/v1/search tripped session-store's circuit breaker.
WARN service=geo-resolver endpoint=/api/v1/search limit_per_min=600 code=429 retry_after_s=60,Traffic to /api/v1/search passed 600 requests per minute and geo-resolver began returning 429 (retry after 60s).
[CRIT] geo-resolver: 403 on /api/v1/sessions — expired credentials (568m past validity),An expired token (568 minutes past validity) caused geo-resolver to reject /api/v1/sessions with 403.
WARN service=search-indexer table=sessions elapsed_ms=3000 fn=flushBuffer msg=statement timeout,The sessions query issued by search-indexer timed out at 3000ms inside flushBuffer.
[ALERT] backup-agent on node-06: lookup of email-dispatcher returned NXDOMAIN,backup-agent on node-06 cannot resolve its upstream email-dispatcher — DNS returned NXDOMAIN.
Container webhook-relay on worker-f terminated unexpectedly. Exit code 137. Process renewLease exceeded the memory limit of 256Mi.,An out-of-memory kill terminated webhook-relay on worker-f (exit 137); the renewLease process breached the 256Mi cap.
[ALERT] lock wait on payments: feed-aggregator transaction in renewLease aborted after 5000ms,A statement from feed-aggregator against payments ran past the 5000ms timeout and was cancelled in renewLease.
[CRIT] cart-service: 43 consecutive 503 responses from session-store on /api/v1/uploads; breaker opened,Repeated 503 errors from session-store on /api/v1/uploads tripped cart-service's circuit breaker.
Request to /api/v1/search rejected with 401: the session token presented to search-indexer expired 557 minutes ago.,The /api/v1/search call failed with 401: search-indexer saw credentials that lapsed 557 minutes ago.
[CRIT] media-encoder: 15 consecutive 502 responses from backup-agent on /api/v1/search; breaker opened,"The backup-agent upstream is failing /api/v1/search with 502, so media-encoder stopped sending traffic (breaker open)."
Access denied for role migrator when catalog-api executed connectDb against table payments. Error 42501.,"Database permissions blocked catalog-api — role migrator cannot use table payments, so connectDb failed with error 42501."
"[CRIT] metrics-flush did not complete: exit 1 after 375s (step handleRequest, node-06)","On node-06, the metrics-flush job died in step handleRequest after 375s (exit 1)."
ERROR service=inventory-sync host=node-06 oom_killed=true limit=512Mi function=buildIndex exit=137,An out-of-memory kill terminated inventory-sync on node-06 (exit 137); the buildIndex process breached the 512Mi cap.
WARN service=session-store queue=orders.created redeliveries=18 action=dead_letter error=ValidationError,A message on orders.created exhausted 18 redeliveries and was dead-lettered after session-store kept failing with ValidationError in renewLease.
"[ALERT] auth-gateway deployment stalled: image tag v7.10.0 could not be pulled, registry answered 403",Registry error 403 blocked auth-gateway from pulling image tag v7.10.0.
FATAL service=order-api fn=fetchUpstream missing_env=QUEUE_URL exit=1,order-api failed to start because the QUEUE_URL environment variable is missing; fetchUpstream exited with status 1.
Upstream backup-agent returned 503 for /api/v1/sessions after 17915ms. Circuit breaker in session-store is now open.,session-store opened its circuit breaker after backup-agent answered /api/v1/sessions with 503 (latest attempt took 17915ms).
ERROR service=geo-resolver host=node-11 mount=/tmp used_pct=97 fn=fetchUpstream msg=no space left on device,"Volume /tmp on node-11 filled to 97%, so geo-resolver can no longer write (fetchUpstream failed)."
ERROR service=thumbnail-worker host=node-11 upstream=thumbnail-worker dns=timeout,"DNS resolution of thumbnail-worker failed with timeout, leaving thumbnail-worker on node-11 unable to connect."
[CRIT] lock wait on payments: catalog-api transaction in connectDb aborted after 3000ms,catalog-api's query on payments was aborted after 3000ms — the statement timeout fired during connectDb.
Failed to pull image for payment-worker: registry returned 404 while fetching tag v6.18.3. Retrying with backoff.,Deploying payment-worker failed because image tag v6.18.3 could not be pulled; the registry responded with 404 and the pull is backing off.
ERROR service=media-encoder phase=image_pull code=404 tag=v4.15.4 msg=pull backoff,Deploying media-encoder failed because image tag v4.15.4 could not be pulled; the registry responded with 404 and the pull is backing off.
[ALERT] backup-agent: permission denied for app_writer on orders during syncReplica (error 1045),"backup-agent was denied access to table orders: role app_writer lacks the required grant, producing error 1045 in syncReplica."
[ALERT] consumer lag on reports.nightly: session-store is 12 messages behind; oldest message failed with ValidationError,session-store could not process a reports.nightly message — ValidationError in runMigration across 12 attempts sent it to the dead-letter queue.
No space left on device: geo-resolver on node-04 failed to write during fetchUpstream. Volume /srv/uploads is at 98% capacity.,"Volume /srv/uploads on node-04 filled to 98%, so geo-resolver can no longer write (fetchUpstream failed)."
ERROR service=email-dispatcher host=node-03 upstream=thumbnail-worker dns=NXDOMAIN,"The thumbnail-worker hostname would not resolve (NXDOMAIN), blocking email-dispatcher on node-03."
[ERROR] lock wait on events: backup-agent transaction in runMigration aborted after 1000ms,A statement from backup-agent against events ran past the 1000ms timeout and was cancelled in runMigration.
WARN service=backup-agent endpoint=/api/v1/search code=401 reason=token_expired expired_min=438,backup-agent returned 401 for /api/v1/search because the caller's token expired 438 minutes earlier.
ERROR service=search-indexer host=worker-f mount=/tmp used_pct=96 fn=fetchUpstream msg=no space left on device,"worker-f ran out of disk on /tmp (96% used), breaking search-indexer's fetchUpstream."
